date,district_code,district,region,latitude,longitude,imd_actual_mm,imd_normal_mm,imd_departure_percent,source_report
2025-06-25,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,40.00,26.90,49.00,2025/June 2025/daily cum dated 25.06.2025.xls
2025-06-26,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,40.80,39.30,4.00,2025/June 2025/daily cum dated 26.06.2025.xls
2025-06-26,493,Udupi,Coastal Karnataka,13.34,74.74,32.90,42.60,-23.00,2025/June 2025/daily cum dated 26.06.2025.xls
2025-06-26,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,36.50,30.40,20.00,2025/June 2025/daily cum dated 26.06.2025.xls
2025-06-27,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,41.40,36.40,14.00,2025/June 2025/daily cum dated 27.06.2025.xls
2025-06-27,493,Udupi,Coastal Karnataka,13.34,74.74,26.70,39.40,-32.00,2025/June 2025/daily cum dated 27.06.2025.xls
2025-06-27,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,26.80,30.40,-12.00,2025/June 2025/daily cum dated 27.06.2025.xls
2025-06-28,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,20.70,38.60,-46.00,2025/June 2025/daily cum dated 28.06.2025.xls
2025-06-28,493,Udupi,Coastal Karnataka,13.34,74.74,18.70,44.50,-58.00,2025/June 2025/daily cum dated 28.06.2025.xls
2025-06-28,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,24.60,28.20,-13.00,2025/June 2025/daily cum dated 28.06.2025.xls
2025-06-29,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,38.20,42.50,-10.00,2025/June 2025/daily cum dated 29.06.2025.xls
2025-06-29,493,Udupi,Coastal Karnataka,13.34,74.74,21.90,46.00,-52.00,2025/June 2025/daily cum dated 29.06.2025.xls
2025-06-29,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,19.50,34.90,-44.00,2025/June 2025/daily cum dated 29.06.2025.xls
2025-06-30,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,19.70,41.90,-53.00,2025/June 2025/daily cum dated 30.06.2025.xls
2025-06-30,493,Udupi,Coastal Karnataka,13.34,74.74,24.80,45.40,-45.00,2025/June 2025/daily cum dated 30.06.2025.xls
2025-06-30,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,13.60,35.30,-62.00,2025/June 2025/daily cum dated 30.06.2025.xls
2025-07-01,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,17.50,36.00,-51.00,2025/JULY 2025/daily cum dated 01.07.2025.xls
2025-07-01,493,Udupi,Coastal Karnataka,13.34,74.74,19.40,43.10,-55.00,2025/JULY 2025/daily cum dated 01.07.2025.xls
2025-07-01,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,12.90,35.60,-64.00,2025/JULY 2025/daily cum dated 01.07.2025.xls
2025-07-02,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,26.90,39.60,-32.00,2025/JULY 2025/daily cum dated 02.07.2025.xls
2025-07-02,493,Udupi,Coastal Karnataka,13.34,74.74,30.00,47.80,-37.00,2025/JULY 2025/daily cum dated 02.07.2025.xls
2025-07-02,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,35.10,34.90,0.00,2025/JULY 2025/daily cum dated 02.07.2025.xls
2025-07-03,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,65.20,37.40,74.00,2025/JULY 2025/daily cum dated 03.07.2025.xls
2025-07-03,493,Udupi,Coastal Karnataka,13.34,74.74,64.60,45.50,42.00,2025/JULY 2025/daily cum dated 03.07.2025.xls
2025-07-03,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,55.00,35.70,54.00,2025/JULY 2025/daily cum dated 03.07.2025.xls
2025-07-04,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,65.30,40.40,62.00,2025/JULY 2025/daily cum dated 04.07.2025.xls
2025-07-04,493,Udupi,Coastal Karnataka,13.34,74.74,91.40,41.50,120.00,2025/JULY 2025/daily cum dated 04.07.2025.xls
2025-07-04,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,57.40,27.10,112.00,2025/JULY 2025/daily cum dated 04.07.2025.xls
2025-07-05,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,51.50,33.30,55.00,2025/JULY 2025/daily cum dated 05.07.2025.xls
2025-07-05,493,Udupi,Coastal Karnataka,13.34,74.74,81.80,43.70,87.00,2025/JULY 2025/daily cum dated 05.07.2025.xls
2025-07-05,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,49.10,31.50,56.00,2025/JULY 2025/daily cum dated 05.07.2025.xls
2025-07-06,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,48.50,30.40,60.00,2025/JULY 2025/daily cum dated 06.07.2025.xls
2025-07-06,493,Udupi,Coastal Karnataka,13.34,74.74,58.10,38.30,52.00,2025/JULY 2025/daily cum dated 06.07.2025.xls
2025-07-06,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,48.40,25.60,89.00,2025/JULY 2025/daily cum dated 06.07.2025.xls
2025-07-07,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,39.70,35.80,11.00,2025/JULY 2025/daily cum dated 07.07.2025.xls
2025-07-07,493,Udupi,Coastal Karnataka,13.34,74.74,26.10,35.10,-26.00,2025/JULY 2025/daily cum dated 07.07.2025.xls
2025-07-07,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,27.00,26.70,1.00,2025/JULY 2025/daily cum dated 07.07.2025.xls
2025-07-08,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,18.70,36.80,-49.00,2025/JULY 2025/daily cum dated 08.07.2025.xls
2025-07-08,493,Udupi,Coastal Karnataka,13.34,74.74,22.00,41.60,-47.00,2025/JULY 2025/daily cum dated 08.07.2025.xls
2025-07-08,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,15.40,31.30,-51.00,2025/JULY 2025/daily cum dated 08.07.2025.xls
2025-07-09,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,23.30,33.90,-31.00,2025/JULY 2025/daily cum dated 09.07.2025.xls
2025-07-09,493,Udupi,Coastal Karnataka,13.34,74.74,40.80,38.80,5.00,2025/JULY 2025/daily cum dated 09.07.2025.xls
2025-07-09,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,31.20,30.60,2.00,2025/JULY 2025/daily cum dated 09.07.2025.xls
2025-07-10,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,35.50,38.70,-8.00,2025/JULY 2025/daily cum dated 10.07.2025.xls
2025-07-10,493,Udupi,Coastal Karnataka,13.34,74.74,44.70,42.70,5.00,2025/JULY 2025/daily cum dated 10.07.2025.xls
2025-07-10,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,20.50,28.30,-28.00,2025/JULY 2025/daily cum dated 10.07.2025.xls
2025-07-11,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,54.40,41.20,32.00,2025/JULY 2025/daily cum dated 11.07.2025.xls
2025-07-11,493,Udupi,Coastal Karnataka,13.34,74.74,33.30,44.70,-25.00,2025/JULY 2025/daily cum dated 11.07.2025.xls
2025-07-11,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,14.30,30.30,-53.00,2025/JULY 2025/daily cum dated 11.07.2025.xls
2025-07-13,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,21.00,34.30,-39.00,2025/JULY 2025/daily cum dated 13.07.2025.xls
2025-07-13,493,Udupi,Coastal Karnataka,13.34,74.74,43.30,45.30,-4.00,2025/JULY 2025/daily cum dated 13.07.2025.xls
2025-07-13,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,28.20,31.50,-11.00,2025/JULY 2025/daily cum dated 13.07.2025.xls
2025-07-14,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,59.30,40.70,46.00,2025/JULY 2025/daily cum dated 14.07.2025.xls
2025-07-14,493,Udupi,Coastal Karnataka,13.34,74.74,57.40,46.10,25.00,2025/JULY 2025/daily cum dated 14.07.2025.xls
2025-07-14,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,26.90,34.00,-21.00,2025/JULY 2025/daily cum dated 14.07.2025.xls
2025-07-15,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,81.50,38.20,113.00,2025/JULY 2025/daily cum dated 15.07.2025.xls
2025-07-15,493,Udupi,Coastal Karnataka,13.34,74.74,70.40,43.70,61.00,2025/JULY 2025/daily cum dated 15.07.2025.xls
2025-07-15,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,62.10,31.40,98.00,2025/JULY 2025/daily cum dated 15.07.2025.xls
2025-07-16,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,57.50,37.70,52.00,2025/JULY 2025/daily cum dated 16.07.2025.xls
2025-07-16,493,Udupi,Coastal Karnataka,13.34,74.74,73.50,44.10,67.00,2025/JULY 2025/daily cum dated 16.07.2025.xls
2025-07-16,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,24.00,35.00,-31.00,2025/JULY 2025/daily cum dated 16.07.2025.xls
2025-07-17,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,161.10,43.00,275.00,2025/JULY 2025/daily cum dated 17.07.2025.xls
2025-07-17,493,Udupi,Coastal Karnataka,13.34,74.74,101.10,47.20,114.00,2025/JULY 2025/daily cum dated 17.07.2025.xls
2025-07-17,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,54.20,39.00,39.00,2025/JULY 2025/daily cum dated 17.07.2025.xls
2025-07-18,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,26.90,38.80,-31.00,2025/JULY 2025/daily cum dated 18.07.2025.xls
2025-07-18,493,Udupi,Coastal Karnataka,13.34,74.74,30.00,45.50,-34.00,2025/JULY 2025/daily cum dated 18.07.2025.xls
2025-07-18,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,53.80,38.80,39.00,2025/JULY 2025/daily cum dated 18.07.2025.xls
2025-07-19,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,42.60,36.30,17.00,2025/JULY 2025/daily cum dated 19.07.2025.xls
2025-07-19,493,Udupi,Coastal Karnataka,13.34,74.74,28.70,41.50,-31.00,2025/JULY 2025/daily cum dated 19.07.2025.xls
2025-07-19,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,49.60,33.30,49.00,2025/JULY 2025/daily cum dated 19.07.2025.xls
2025-07-20,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,38.80,40.50,-4.00,2025/JULY 2025/daily cum dated 20.07.2025.xls
2025-07-20,493,Udupi,Coastal Karnataka,13.34,74.74,71.50,45.60,57.00,2025/JULY 2025/daily cum dated 20.07.2025.xls
2025-07-20,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,42.70,34.70,23.00,2025/JULY 2025/daily cum dated 20.07.2025.xls
2025-07-21,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,29.80,38.30,-22.00,2025/JULY 2025/daily cum dated 21.07.2025.xls
2025-07-21,493,Udupi,Coastal Karnataka,13.34,74.74,33.60,38.10,-12.00,2025/JULY 2025/daily cum dated 21.07.2025.xls
2025-07-21,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,27.60,33.80,-18.00,2025/JULY 2025/daily cum dated 21.07.2025.xls
2025-07-22,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,25.20,39.60,-36.00,2025/JULY 2025/daily cum dated 22.07.2025.xls
2025-07-22,493,Udupi,Coastal Karnataka,13.34,74.74,24.30,41.30,-41.00,2025/JULY 2025/daily cum dated 22.07.2025.xls
2025-07-22,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,30.90,36.00,-14.00,2025/JULY 2025/daily cum dated 22.07.2025.xls
2025-07-23,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,41.90,35.20,19.00,2025/JULY 2025/daily cum dated 23.07.2025.xls
2025-07-23,493,Udupi,Coastal Karnataka,13.34,74.74,52.60,43.00,22.00,2025/JULY 2025/daily cum dated 23.07.2025.xls
2025-07-23,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,78.20,35.30,122.00,2025/JULY 2025/daily cum dated 23.07.2025.xls
2025-07-24,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,63.30,36.80,72.00,2025/JULY 2025/daily cum dated 24.07.2025.xls
2025-07-24,493,Udupi,Coastal Karnataka,13.34,74.74,91.30,41.40,121.00,2025/JULY 2025/daily cum dated 24.07.2025.xls
2025-07-24,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,79.20,31.70,150.00,2025/JULY 2025/daily cum dated 24.07.2025.xls
2025-07-25,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,85.10,39.00,118.00,2025/JULY 2025/daily cum dated 25.07.2025.xls
2025-07-25,493,Udupi,Coastal Karnataka,13.34,74.74,66.90,47.50,41.00,2025/JULY 2025/daily cum dated 25.07.2025.xls
2025-07-25,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,81.00,32.00,153.00,2025/JULY 2025/daily cum dated 25.07.2025.xls
2025-07-26,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,32.10,35.80,-10.00,2025/JULY 2025/daily cum dated 26.07.2025.xls
2025-07-26,493,Udupi,Coastal Karnataka,13.34,74.74,44.20,37.40,18.00,2025/JULY 2025/daily cum dated 26.07.2025.xls
2025-07-26,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,85.50,30.40,181.00,2025/JULY 2025/daily cum dated 26.07.2025.xls
2025-07-27,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,53.00,37.80,40.00,2025/JULY 2025/daily cum dated 27.07.2025.xls
2025-07-27,493,Udupi,Coastal Karnataka,13.34,74.74,59.70,38.70,54.00,2025/JULY 2025/daily cum dated 27.07.2025.xls
2025-07-27,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,40.70,30.20,35.00,2025/JULY 2025/daily cum dated 27.07.2025.xls
2025-07-28,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,17.00,35.20,-52.00,2025/JULY 2025/daily cum dated 28.07.2025.xls
2025-07-28,493,Udupi,Coastal Karnataka,13.34,74.74,27.30,35.40,-23.00,2025/JULY 2025/daily cum dated 28.07.2025.xls
2025-07-28,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,16.40,28.80,-43.00,2025/JULY 2025/daily cum dated 28.07.2025.xls
2025-07-29,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,12.00,33.30,-64.00,2025/JULY 2025/daily cum dated 29.07.2025.xls
2025-07-29,493,Udupi,Coastal Karnataka,13.34,74.74,15.00,38.50,-61.00,2025/JULY 2025/daily cum dated 29.07.2025.xls
2025-07-29,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,9.70,28.60,-66.00,2025/JULY 2025/daily cum dated 29.07.2025.xls
2025-07-30,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,15.50,32.70,-53.00,2025/JULY 2025/daily cum dated 30.07.2025.xls
2025-07-30,493,Udupi,Coastal Karnataka,13.34,74.74,31.60,36.60,-14.00,2025/JULY 2025/daily cum dated 30.07.2025.xls
2025-07-30,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,13.20,28.20,-53.00,2025/JULY 2025/daily cum dated 30.07.2025.xls
2025-07-31,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,14.90,32.50,-54.00,2025/JULY 2025/daily cum dated 31.07.2025.xls
2025-07-31,493,Udupi,Coastal Karnataka,13.34,74.74,15.40,32.60,-53.00,2025/JULY 2025/daily cum dated 31.07.2025.xls
2025-07-31,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,14.20,29.60,-52.00,2025/JULY 2025/daily cum dated 31.07.2025.xls
2025-08-01,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,12.90,34.30,-62.00,2025/AUGUST 2025/daily cum dated 01.08.2025.xls
2025-08-01,493,Udupi,Coastal Karnataka,13.34,74.74,17.80,40.10,-56.00,2025/AUGUST 2025/daily cum dated 01.08.2025.xls
2025-08-01,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,6.60,30.10,-78.00,2025/AUGUST 2025/daily cum dated 01.08.2025.xls
2025-08-02,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,7.90,40.00,-80.00,2025/AUGUST 2025/daily cum dated 02.08.2025.xls
2025-08-02,493,Udupi,Coastal Karnataka,13.34,74.74,16.60,42.10,-61.00,2025/AUGUST 2025/daily cum dated 02.08.2025.xls
2025-08-02,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,10.90,30.90,-65.00,2025/AUGUST 2025/daily cum dated 02.08.2025.xls
2025-08-03,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,11.80,32.70,-64.00,2025/AUGUST 2025/daily cum dated 03.08.2025.xls
2025-08-03,493,Udupi,Coastal Karnataka,13.34,74.74,50.90,35.80,42.00,2025/AUGUST 2025/daily cum dated 03.08.2025.xls
2025-08-03,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,20.60,33.00,-38.00,2025/AUGUST 2025/daily cum dated 03.08.2025.xls
2025-08-04,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,21.20,36.10,-41.00,2025/AUGUST 2025/daily cum dated 04.08.2025.xls
2025-08-04,493,Udupi,Coastal Karnataka,13.34,74.74,23.50,38.80,-39.00,2025/AUGUST 2025/daily cum dated 04.08.2025.xls
2025-08-04,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,2.20,34.10,-94.00,2025/AUGUST 2025/daily cum dated 04.08.2025.xls
2025-08-05,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,0.50,35.10,-99.00,2025/AUGUST 2025/daily cum dated 05.08.2025.xls
2025-08-05,493,Udupi,Coastal Karnataka,13.34,74.74,2.30,35.30,-94.00,2025/AUGUST 2025/daily cum dated 05.08.2025.xls
2025-08-05,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,3.30,31.20,-90.00,2025/AUGUST 2025/daily cum dated 05.08.2025.xls
2025-08-06,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,43.90,33.10,32.00,2025/AUGUST 2025/daily cum dated 06.08.2025.xls
2025-08-06,493,Udupi,Coastal Karnataka,13.34,74.74,42.50,33.20,28.00,2025/AUGUST 2025/daily cum dated 06.08.2025.xls
2025-08-06,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,49.80,28.40,75.00,2025/AUGUST 2025/daily cum dated 06.08.2025.xls
2025-08-07,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,4.50,30.50,-85.00,2025/AUGUST 2025/daily cum dated 07.08.2025.xls
2025-08-07,493,Udupi,Coastal Karnataka,13.34,74.74,8.00,32.10,-75.00,2025/AUGUST 2025/daily cum dated 07.08.2025.xls
2025-08-07,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,3.80,29.30,-87.00,2025/AUGUST 2025/daily cum dated 07.08.2025.xls
2025-08-08,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,5.20,32.30,-84.00,2025/AUGUST 2025/daily cum dated 08.08.2025.xls
2025-08-08,493,Udupi,Coastal Karnataka,13.34,74.74,0.50,39.70,-99.00,2025/AUGUST 2025/daily cum dated 08.08.2025.xls
2025-08-08,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,2.20,30.60,-93.00,2025/AUGUST 2025/daily cum dated 08.08.2025.xls
2025-08-09,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,0.90,31.70,-97.00,2025/AUGUST 2025/daily cum dated 09.08.2025.xls
2025-08-09,493,Udupi,Coastal Karnataka,13.34,74.74,0.20,37.60,-99.00,2025/AUGUST 2025/daily cum dated 09.08.2025.xls
2025-08-09,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,2.50,31.90,-92.00,2025/AUGUST 2025/daily cum dated 09.08.2025.xls
2025-08-10,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,2.10,34.00,-94.00,2025/AUGUST 2025/daily cum dated 10.08.2025.xls
2025-08-10,493,Udupi,Coastal Karnataka,13.34,74.74,5.60,38.30,-85.00,2025/AUGUST 2025/daily cum dated 10.08.2025.xls
2025-08-10,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,2.20,29.60,-93.00,2025/AUGUST 2025/daily cum dated 10.08.2025.xls
2025-08-11,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,4.90,36.20,-86.00,2025/AUGUST 2025/daily cum dated 11.08.2025.xls
2025-08-11,493,Udupi,Coastal Karnataka,13.34,74.74,16.80,41.20,-59.00,2025/AUGUST 2025/daily cum dated 11.08.2025.xls
2025-08-11,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,11.50,31.10,-63.00,2025/AUGUST 2025/daily cum dated 11.08.2025.xls
2025-08-12,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,8.60,38.80,-78.00,2025/AUGUST 2025/daily cum dated 12.08.2025.xls
2025-08-12,493,Udupi,Coastal Karnataka,13.34,74.74,12.60,44.00,-71.00,2025/AUGUST 2025/daily cum dated 12.08.2025.xls
2025-08-12,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,12.30,31.30,-61.00,2025/AUGUST 2025/daily cum dated 12.08.2025.xls
2025-08-13,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,16.40,33.40,-51.00,2025/AUGUST 2025/daily cum dated 13.08.2025.xls
2025-08-13,493,Udupi,Coastal Karnataka,13.34,74.74,24.90,35.10,-29.00,2025/AUGUST 2025/daily cum dated 13.08.2025.xls
2025-08-13,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,19.30,29.60,-35.00,2025/AUGUST 2025/daily cum dated 13.08.2025.xls
2025-08-14,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,16.70,31.60,-47.00,2025/AUGUST 2025/daily cum dated 14.08.2025.xls
2025-08-14,493,Udupi,Coastal Karnataka,13.34,74.74,37.20,35.00,6.00,2025/AUGUST 2025/daily cum dated 14.08.2025.xls
2025-08-14,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,34.40,26.30,31.00,2025/AUGUST 2025/daily cum dated 14.08.2025.xls
2025-08-15,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,33.10,28.50,16.00,2025/AUGUST 2025/daily cum dated 15.08.2025.xls
2025-08-15,493,Udupi,Coastal Karnataka,13.34,74.74,46.00,30.60,50.00,2025/AUGUST 2025/daily cum dated 15.08.2025.xls
2025-08-15,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,53.70,24.40,120.00,2025/AUGUST 2025/daily cum dated 15.08.2025.xls
2025-08-16,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,40.80,28.80,41.00,2025/AUGUST 2025/daily cum dated 16.08.2025.xls
2025-08-16,493,Udupi,Coastal Karnataka,13.34,74.74,28.10,30.50,-8.00,2025/AUGUST 2025/daily cum dated 16.08.2025.xls
2025-08-16,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,29.50,23.30,27.00,2025/AUGUST 2025/daily cum dated 16.08.2025.xls
2025-08-17,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,42.30,32.10,32.00,2025/AUGUST 2025/daily cum dated 17.08.2025.xls
2025-08-17,493,Udupi,Coastal Karnataka,13.34,74.74,40.70,33.70,21.00,2025/AUGUST 2025/daily cum dated 17.08.2025.xls
2025-08-17,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,41.10,25.90,59.00,2025/AUGUST 2025/daily cum dated 17.08.2025.xls
2025-08-18,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,34.70,30.70,13.00,2025/AUGUST 2025/daily cum dated 18.08.2025.xls
2025-08-18,493,Udupi,Coastal Karnataka,13.34,74.74,53.20,34.50,54.00,2025/AUGUST 2025/daily cum dated 18.08.2025.xls
2025-08-18,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,97.20,22.50,332.00,2025/AUGUST 2025/daily cum dated 18.08.2025.xls
2025-08-19,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,30.10,24.80,21.00,2025/AUGUST 2025/daily cum dated 19.08.2025.xls
2025-08-19,493,Udupi,Coastal Karnataka,13.34,74.74,76.50,31.80,141.00,2025/AUGUST 2025/daily cum dated 19.08.2025.xls
2025-08-19,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,76.40,21.00,264.00,2025/AUGUST 2025/daily cum dated 19.08.2025.xls
2025-08-20,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,1.30,24.00,-94.00,2025/AUGUST 2025/daily cum dated 20.08.2025.xls
2025-08-20,493,Udupi,Coastal Karnataka,13.34,74.74,3.30,25.40,-87.00,2025/AUGUST 2025/daily cum dated 20.08.2025.xls
2025-08-20,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,50.40,15.90,217.00,2025/AUGUST 2025/daily cum dated 20.08.2025.xls
2025-08-21,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,8.30,21.30,-61.00,2025/AUGUST 2025/daily cum dated 21.08.2025.xls
2025-08-21,493,Udupi,Coastal Karnataka,13.34,74.74,19.40,24.60,-21.00,2025/AUGUST 2025/daily cum dated 21.08.2025.xls
2025-08-21,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,28.00,17.50,60.00,2025/AUGUST 2025/daily cum dated 21.08.2025.xls
2025-08-22,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,9.70,26.30,-63.00,2025/AUGUST 2025/daily cum dated 22.08.2025.xls
2025-08-22,493,Udupi,Coastal Karnataka,13.34,74.74,11.90,24.50,-51.00,2025/AUGUST 2025/daily cum dated 22.08.2025.xls
2025-08-22,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,10.60,15.20,-30.00,2025/AUGUST 2025/daily cum dated 22.08.2025.xls
2025-08-23,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,0.40,20.80,-98.00,2025/AUGUST 2025/daily cum dated 23.08.2025.xls
2025-08-23,493,Udupi,Coastal Karnataka,13.34,74.74,1.20,24.40,-95.00,2025/AUGUST 2025/daily cum dated 23.08.2025.xls
2025-08-23,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,6.10,15.30,-60.00,2025/AUGUST 2025/daily cum dated 23.08.2025.xls
2025-08-24,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,5.50,20.50,-73.00,2025/AUGUST 2025/daily cum dated 24.08.2025.xls
2025-08-24,493,Udupi,Coastal Karnataka,13.34,74.74,11.40,20.80,-45.00,2025/AUGUST 2025/daily cum dated 24.08.2025.xls
2025-08-24,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,8.20,15.40,-47.00,2025/AUGUST 2025/daily cum dated 24.08.2025.xls
2025-08-25,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,0.10,26.10,-99.00,2025/AUGUST 2025/daily cum dated 25.08.2025.xls
2025-08-25,493,Udupi,Coastal Karnataka,13.34,74.74,0.20,28.70,-99.00,2025/AUGUST 2025/daily cum dated 25.08.2025.xls
2025-08-25,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,3.20,17.10,-81.00,2025/AUGUST 2025/daily cum dated 25.08.2025.xls
2025-08-26,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,1.40,22.70,-94.00,2025/AUGUST 2025/daily cum dated 26.08.2025.xls
2025-08-26,493,Udupi,Coastal Karnataka,13.34,74.74,10.30,27.10,-62.00,2025/AUGUST 2025/daily cum dated 26.08.2025.xls
2025-08-26,494,Uttara Kannada,Coastal Karnataka,14.79,74.69,12.70,18.10,-30.00,2025/AUGUST 2025/daily cum dated 26.08.2025.xls
2025-08-27,492,Dakshina Kannada,Coastal Karnataka,12.84,74.86,51.90,20.70,151.00,2025/AUGUST 2025/daily cum dated 27.08.2025.xls
