date,district_code,district,division,imd_actual_mm,imd_normal_mm,imd_departure_percent,source_report
2025-04-13,493,Udupi,Coastal Karnataka,2.00,0.80,155.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,494,Uttara Kannada,Coastal Karnataka,0.60,0.50,14.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,495,Bagalkote,North Interior Karnataka,0.00,1.00,-100.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,496,Belagavi,North Interior Karnataka,0.00,1.00,-100.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,497,Bidar,North Interior Karnataka,0.00,0.70,-100.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,498,Vijayapura,North Interior Karnataka,0.00,1.00,-100.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,499,Dharwad,North Interior Karnataka,0.00,1.20,-100.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,500,Gadag,North Interior Karnataka,0.00,0.80,-100.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,501,Kalaburagi,North Interior Karnataka,0.00,1.10,-100.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,502,Haveri,North Interior Karnataka,4.80,1.40,246.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,503,Koppal,North Interior Karnataka,0.10,1.00,-86.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,504,Raichur,North Interior Karnataka,0.00,0.60,-100.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,505,Bengaluru Rural,South Interior Karnataka,0.10,1.40,-93.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,506,Bengaluru Urban,South Interior Karnataka,4.10,1.80,130.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,508,Chamarajanagar,South Interior Karnataka,1.40,3.20,-56.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,509,Chikkamagaluru,South Interior Karnataka,9.80,2.20,345.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,510,Chitradurga,South Interior Karnataka,5.60,2.90,94.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,511,Davangere,South Interior Karnataka,4.10,1.60,158.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,512,Hassan,South Interior Karnataka,1.50,2.60,-44.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,513,Kodagu,South Interior Karnataka,0.00,3.50,-100.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,514,Kolar,South Interior Karnataka,6.50,0.80,712.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,515,Mandya,South Interior Karnataka,3.40,2.50,37.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,516,Mysuru,South Interior Karnataka,8.00,3.20,150.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,517,Shivamogga,South Interior Karnataka,0.40,1.30,-71.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,518,Tumakuru,South Interior Karnataka,2.20,1.90,17.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,639,Chikkaballapura,South Interior Karnataka,1.00,1.60,-41.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,640,Ramanagara,South Interior Karnataka,10.00,2.70,270.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,641,Yadgir,North Interior Karnataka,0.00,1.20,-100.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-13,719,Vijayanagara,South Interior Karnataka,0.00,0.80,-100.00,2025/APRIL 2025/daily cum dated 13.04.2025.xls
2025-04-14,492,Dakshina Kannada,Coastal Karnataka,0.00,1.80,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,493,Udupi,Coastal Karnataka,0.00,0.20,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,494,Uttara Kannada,Coastal Karnataka,0.00,0.80,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,495,Bagalkote,North Interior Karnataka,0.00,0.60,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,496,Belagavi,North Interior Karnataka,0.00,0.70,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,497,Bidar,North Interior Karnataka,0.00,1.50,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,498,Vijayapura,North Interior Karnataka,0.10,1.20,-90.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,499,Dharwad,North Interior Karnataka,0.00,1.50,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,500,Gadag,North Interior Karnataka,0.20,0.60,-67.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,501,Kalaburagi,North Interior Karnataka,0.00,1.90,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,502,Haveri,North Interior Karnataka,2.90,1.00,185.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,503,Koppal,North Interior Karnataka,0.00,0.80,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,504,Raichur,North Interior Karnataka,0.00,1.10,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,505,Bengaluru Rural,South Interior Karnataka,0.00,1.10,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,506,Bengaluru Urban,South Interior Karnataka,1.00,1.50,-31.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,508,Chamarajanagar,South Interior Karnataka,0.00,2.90,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,509,Chikkamagaluru,South Interior Karnataka,0.00,2.50,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,510,Chitradurga,South Interior Karnataka,0.00,0.50,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,511,Davangere,South Interior Karnataka,0.00,0.70,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,512,Hassan,South Interior Karnataka,0.30,1.20,-72.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,513,Kodagu,South Interior Karnataka,2.40,2.60,-6.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,514,Kolar,South Interior Karnataka,0.00,0.50,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,515,Mandya,South Interior Karnataka,0.80,0.90,-15.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,516,Mysuru,South Interior Karnataka,0.00,1.20,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,517,Shivamogga,South Interior Karnataka,0.00,0.90,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,518,Tumakuru,South Interior Karnataka,1.20,1.30,-6.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,639,Chikkaballapura,South Interior Karnataka,0.00,0.90,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,640,Ramanagara,South Interior Karnataka,0.00,1.30,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,641,Yadgir,North Interior Karnataka,0.00,2.10,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-14,719,Vijayanagara,South Interior Karnataka,0.00,0.80,-100.00,2025/APRIL 2025/daily cum dated 14.04.2025.xls
2025-04-15,492,Dakshina Kannada,Coastal Karnataka,0.80,2.40,-67.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,493,Udupi,Coastal Karnataka,4.90,0.90,444.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,494,Uttara Kannada,Coastal Karnataka,0.00,0.90,-100.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,495,Bagalkote,North Interior Karnataka,0.00,0.90,-100.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,496,Belagavi,North Interior Karnataka,0.00,1.20,-100.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,497,Bidar,North Interior Karnataka,0.00,0.30,-100.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,498,Vijayapura,North Interior Karnataka,0.00,0.50,-100.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,499,Dharwad,North Interior Karnataka,0.00,1.10,-100.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,500,Gadag,North Interior Karnataka,0.00,1.90,-100.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,501,Kalaburagi,North Interior Karnataka,0.00,1.00,-100.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,502,Haveri,North Interior Karnataka,12.20,2.30,428.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,503,Koppal,North Interior Karnataka,0.00,0.50,-100.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,504,Raichur,North Interior Karnataka,0.00,0.40,-100.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,505,Bengaluru Rural,South Interior Karnataka,2.10,1.40,50.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,506,Bengaluru Urban,South Interior Karnataka,4.20,1.70,146.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,508,Chamarajanagar,South Interior Karnataka,8.30,2.50,230.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,509,Chikkamagaluru,South Interior Karnataka,3.50,2.60,34.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,510,Chitradurga,South Interior Karnataka,2.80,1.90,46.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,511,Davangere,South Interior Karnataka,0.00,2.20,-100.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,512,Hassan,South Interior Karnataka,1.20,2.00,-38.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,513,Kodagu,South Interior Karnataka,21.00,3.00,599.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,514,Kolar,South Interior Karnataka,3.00,1.10,173.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,515,Mandya,South Interior Karnataka,0.20,1.80,-91.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,516,Mysuru,South Interior Karnataka,2.80,2.20,29.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,517,Shivamogga,South Interior Karnataka,0.90,1.40,-33.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,518,Tumakuru,South Interior Karnataka,0.20,1.60,-88.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,639,Chikkaballapura,South Interior Karnataka,2.80,1.40,102.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,640,Ramanagara,South Interior Karnataka,1.20,1.30,-8.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,641,Yadgir,North Interior Karnataka,0.00,0.20,-100.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-15,719,Vijayanagara,South Interior Karnataka,0.00,1.20,-100.00,2025/APRIL 2025/daily cum dated 15.04.2025.xls
2025-04-16,492,Dakshina Kannada,Coastal Karnataka,0.00,1.80,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,493,Udupi,Coastal Karnataka,0.00,0.80,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,494,Uttara Kannada,Coastal Karnataka,0.00,1.10,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,495,Bagalkote,North Interior Karnataka,0.90,0.80,12.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,496,Belagavi,North Interior Karnataka,0.00,1.00,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,497,Bidar,North Interior Karnataka,0.00,0.70,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,498,Vijayapura,North Interior Karnataka,0.00,0.80,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,499,Dharwad,North Interior Karnataka,0.00,1.60,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,500,Gadag,North Interior Karnataka,0.00,1.20,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,501,Kalaburagi,North Interior Karnataka,0.00,0.70,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,502,Haveri,North Interior Karnataka,14.00,2.30,509.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,503,Koppal,North Interior Karnataka,0.40,1.40,-69.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,504,Raichur,North Interior Karnataka,0.00,0.30,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,505,Bengaluru Rural,South Interior Karnataka,0.00,1.60,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,506,Bengaluru Urban,South Interior Karnataka,3.80,2.10,82.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,507,Ballari,South Interior Karnataka,0.00,0.50,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,508,Chamarajanagar,South Interior Karnataka,0.00,2.90,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,509,Chikkamagaluru,South Interior Karnataka,0.20,2.20,-90.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,510,Chitradurga,South Interior Karnataka,3.50,1.40,150.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,511,Davangere,South Interior Karnataka,0.20,1.30,-86.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,512,Hassan,South Interior Karnataka,0.00,2.40,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,513,Kodagu,South Interior Karnataka,0.30,2.70,-88.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,514,Kolar,South Interior Karnataka,0.00,1.50,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,515,Mandya,South Interior Karnataka,0.00,2.10,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,516,Mysuru,South Interior Karnataka,0.00,2.40,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,517,Shivamogga,South Interior Karnataka,4.40,1.70,161.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,518,Tumakuru,South Interior Karnataka,0.00,1.50,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,639,Chikkaballapura,South Interior Karnataka,0.00,0.70,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,640,Ramanagara,South Interior Karnataka,0.00,2.10,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,641,Yadgir,North Interior Karnataka,0.00,0.30,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-16,719,Vijayanagara,South Interior Karnataka,0.00,0.90,-100.00,2025/APRIL 2025/daily cum dated 16.04.2025 .xls
2025-04-17,492,Dakshina Kannada,Coastal Karnataka,0.00,1.50,-100.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,493,Udupi,Coastal Karnataka,0.00,0.70,-100.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,494,Uttara Kannada,Coastal Karnataka,0.00,1.10,-100.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,495,Bagalkote,North Interior Karnataka,0.00,0.50,-100.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,496,Belagavi,North Interior Karnataka,0.00,1.00,-100.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,497,Bidar,North Interior Karnataka,0.70,1.10,-36.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,498,Vijayapura,North Interior Karnataka,0.00,0.40,-100.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,499,Dharwad,North Interior Karnataka,0.70,2.90,-76.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,500,Gadag,North Interior Karnataka,4.80,1.10,336.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,501,Kalaburagi,North Interior Karnataka,2.10,1.20,75.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,502,Haveri,North Interior Karnataka,0.00,1.10,-100.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,503,Koppal,North Interior Karnataka,1.10,1.40,-25.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,504,Raichur,North Interior Karnataka,0.00,0.60,-100.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,505,Bengaluru Rural,South Interior Karnataka,12.90,1.50,758.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,506,Bengaluru Urban,South Interior Karnataka,11.20,2.30,389.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,507,Ballari,South Interior Karnataka,0.00,1.10,-100.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,508,Chamarajanagar,South Interior Karnataka,2.30,2.50,-10.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,509,Chikkamagaluru,South Interior Karnataka,0.20,2.00,-90.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,510,Chitradurga,South Interior Karnataka,6.30,1.40,353.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,511,Davangere,South Interior Karnataka,0.10,1.40,-94.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,512,Hassan,South Interior Karnataka,3.60,1.50,140.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,513,Kodagu,South Interior Karnataka,0.00,2.80,-100.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,514,Kolar,South Interior Karnataka,9.80,1.20,717.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,515,Mandya,South Interior Karnataka,17.10,2.30,643.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,516,Mysuru,South Interior Karnataka,8.90,3.60,146.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,517,Shivamogga,South Interior Karnataka,0.00,1.30,-100.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,518,Tumakuru,South Interior Karnataka,4.00,1.40,183.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,639,Chikkaballapura,South Interior Karnataka,3.90,0.90,333.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,640,Ramanagara,South Interior Karnataka,4.10,1.90,116.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,641,Yadgir,North Interior Karnataka,0.40,0.90,-58.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-17,719,Vijayanagara,South Interior Karnataka,0.00,2.20,-100.00,2025/APRIL 2025/daily cum dated 17.04.2025 .xls
2025-04-18,492,Dakshina Kannada,Coastal Karnataka,0.00,1.30,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,493,Udupi,Coastal Karnataka,0.00,0.40,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,494,Uttara Kannada,Coastal Karnataka,0.00,0.60,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,495,Bagalkote,North Interior Karnataka,0.00,0.90,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,496,Belagavi,North Interior Karnataka,0.00,0.80,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,497,Bidar,North Interior Karnataka,0.00,0.50,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,498,Vijayapura,North Interior Karnataka,0.00,0.90,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,499,Dharwad,North Interior Karnataka,0.00,1.90,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,500,Gadag,North Interior Karnataka,0.10,1.20,-93.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,501,Kalaburagi,North Interior Karnataka,1.80,0.80,125.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,502,Haveri,North Interior Karnataka,0.00,1.10,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,503,Koppal,North Interior Karnataka,0.20,0.60,-71.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,504,Raichur,North Interior Karnataka,0.00,0.30,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,505,Bengaluru Rural,South Interior Karnataka,2.40,2.10,14.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,506,Bengaluru Urban,South Interior Karnataka,0.40,2.20,-82.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,507,Ballari,South Interior Karnataka,0.00,0.40,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,508,Chamarajanagar,South Interior Karnataka,0.00,3.40,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,509,Chikkamagaluru,South Interior Karnataka,0.50,1.70,-71.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,510,Chitradurga,South Interior Karnataka,0.00,0.80,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,511,Davangere,South Interior Karnataka,0.00,0.90,-98.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,512,Hassan,South Interior Karnataka,0.00,1.90,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,513,Kodagu,South Interior Karnataka,0.50,2.80,-82.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,514,Kolar,South Interior Karnataka,0.10,1.00,-90.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,515,Mandya,South Interior Karnataka,0.00,1.40,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,516,Mysuru,South Interior Karnataka,0.00,1.90,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,517,Shivamogga,South Interior Karnataka,0.00,0.90,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,518,Tumakuru,South Interior Karnataka,0.00,0.90,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,639,Chikkaballapura,South Interior Karnataka,0.00,1.20,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,640,Ramanagara,South Interior Karnataka,0.00,2.10,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,641,Yadgir,North Interior Karnataka,0.00,0.30,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-18,719,Vijayanagara,South Interior Karnataka,0.00,0.10,-100.00,2025/APRIL 2025/daily cum dated 18.04.2025 .xls
2025-04-19,492,Dakshina Kannada,Coastal Karnataka,0.00,2.00,-100.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,493,Udupi,Coastal Karnataka,0.00,0.70,-100.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,494,Uttara Kannada,Coastal Karnataka,0.00,1.00,-100.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,495,Bagalkote,North Interior Karnataka,10.40,0.80,1198.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,496,Belagavi,North Interior Karnataka,0.80,0.90,-10.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,497,Bidar,North Interior Karnataka,2.80,0.60,364.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,498,Vijayapura,North Interior Karnataka,3.40,0.60,472.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,499,Dharwad,North Interior Karnataka,10.80,2.70,300.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,500,Gadag,North Interior Karnataka,3.60,1.00,260.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,501,Kalaburagi,North Interior Karnataka,3.70,0.50,644.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,502,Haveri,North Interior Karnataka,0.80,1.90,-61.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,503,Koppal,North Interior Karnataka,0.20,1.40,-86.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,504,Raichur,North Interior Karnataka,2.30,0.50,362.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,505,Bengaluru Rural,South Interior Karnataka,7.20,1.20,503.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,506,Bengaluru Urban,South Interior Karnataka,2.00,1.30,54.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,507,Ballari,South Interior Karnataka,0.00,1.20,-100.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,508,Chamarajanagar,South Interior Karnataka,1.70,2.80,-41.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,509,Chikkamagaluru,South Interior Karnataka,1.20,2.00,-41.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,510,Chitradurga,South Interior Karnataka,0.70,1.30,-45.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,511,Davangere,South Interior Karnataka,0.00,1.30,-100.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,512,Hassan,South Interior Karnataka,0.60,1.90,-68.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,513,Kodagu,South Interior Karnataka,6.10,2.60,133.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,514,Kolar,South Interior Karnataka,0.00,0.70,-100.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,515,Mandya,South Interior Karnataka,5.40,1.40,286.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,516,Mysuru,South Interior Karnataka,5.60,1.90,193.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
2025-04-19,517,Shivamogga,South Interior Karnataka,0.20,1.20,-83.00,2025/APRIL 2025/daily cum dated 19.04.2025 .xls
