date,district_code,district,region,latitude,longitude,imd_actual_mm,imd_normal_mm,imd_departure_percent,source_report,gfs_rain_mm,ifs_hres_rain_mm,aifs_rain_mm,split
2025-11-22,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,1.700,-100.000,2025/NOV 2025/daily dated cum 22.11.2025.xls,0.600,4.900,2.400,train
2025-11-22,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,1.500,-100.000,2025/NOV 2025/daily dated cum 22.11.2025.xls,0.200,1.300,0.600,train
2025-11-22,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.600,-100.000,2025/NOV 2025/daily dated cum 22.11.2025.xls,0.000,0.100,0.000,train
2025-11-23,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,15.600,2.100,642.000,2025/NOV 2025/daily dated cum 23.11.2025.xls,0.800,0.000,5.400,train
2025-11-23,493,Udupi,Coastal Karnataka,13.340,74.740,9.400,1.100,755.000,2025/NOV 2025/daily dated cum 23.11.2025.xls,1.100,0.000,2.400,train
2025-11-23,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.700,-100.000,2025/NOV 2025/daily dated cum 23.11.2025.xls,0.000,2.300,0.000,train
2025-11-24,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,7.700,2.400,221.000,2025/NOV 2025/daily dated cum 24.11.2025.xls,4.500,1.900,1.800,train
2025-11-24,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,1.100,-100.000,2025/NOV 2025/daily dated cum 24.11.2025.xls,4.700,12.500,1.200,train
2025-11-24,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.300,-100.000,2025/NOV 2025/daily dated cum 24.11.2025.xls,0.000,1.300,0.600,train
2025-11-25,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,7.200,2.700,165.000,2025/NOV 2025/daily dated cum 25.11.2025.xls,0.100,0.100,0.600,train
2025-11-25,493,Udupi,Coastal Karnataka,13.340,74.740,0.600,2.300,-76.000,2025/NOV 2025/daily dated cum 25.11.2025.xls,0.300,0.300,0.000,train
2025-11-25,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.400,-100.000,2025/NOV 2025/daily dated cum 25.11.2025.xls,0.000,0.000,0.000,train
2025-11-26,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.800,-100.000,2025/NOV 2025/daily dated cum 26.11.2025.xls,0.000,0.000,0.000,train
2025-11-26,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.600,-100.000,2025/NOV 2025/daily dated cum 26.11.2025.xls,0.000,0.000,0.000,train
2025-11-26,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.600,-100.000,2025/NOV 2025/daily dated cum 26.11.2025.xls,0.000,0.000,0.000,train
2025-11-27,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.500,-100.000,2025/NOV 2025/daily dated cum 27.11.2025.xls,0.000,0.000,0.000,train
2025-11-27,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.500,-100.000,2025/NOV 2025/daily dated cum 27.11.2025.xls,0.000,0.000,0.000,train
2025-11-27,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.300,-100.000,2025/NOV 2025/daily dated cum 27.11.2025.xls,0.000,0.000,0.000,train
2025-11-28,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.400,-100.000,2025/NOV 2025/daily dated cum 28.11.2025.xls,0.000,0.000,0.000,train
2025-11-28,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.200,-100.000,2025/NOV 2025/daily dated cum 28.11.2025.xls,0.000,0.000,0.000,train
2025-11-28,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.400,-100.000,2025/NOV 2025/daily dated cum 28.11.2025.xls,0.000,0.000,0.000,train
2025-11-29,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.800,-100.000,2025/NOV 2025/daily dated cum 29.11.2025.xls,0.000,0.000,0.000,train
2025-11-29,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.500,-100.000,2025/NOV 2025/daily dated cum 29.11.2025.xls,0.000,0.000,0.000,train
2025-11-29,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.700,-100.000,2025/NOV 2025/daily dated cum 29.11.2025.xls,0.000,0.000,0.000,train
2025-11-30,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.300,-100.000,2025/NOV 2025/daily dated cum 30.11.2025.xls,0.000,0.100,0.000,train
2025-11-30,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/NOV 2025/daily dated cum 30.11.2025.xls,0.000,0.000,0.000,train
2025-11-30,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.400,-100.000,2025/NOV 2025/daily dated cum 30.11.2025.xls,0.200,0.000,0.000,train
2025-12-01,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.900,-100.000,2025/DEC 2025/daily dated cum 01.12.2025.xls,0.000,0.100,0.000,train
2025-12-01,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.300,-100.000,2025/DEC 2025/daily dated cum 01.12.2025.xls,0.000,0.000,0.000,train
2025-12-01,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 01.12.2025.xls,0.000,0.000,0.000,train
2025-12-02,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.800,0.700,17.000,2025/DEC 2025/daily dated cum 02.12.2025.xls,0.000,1.100,0.000,train
2025-12-02,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.300,-100.000,2025/DEC 2025/daily dated cum 02.12.2025.xls,0.000,0.000,0.000,train
2025-12-02,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 02.12.2025.xls,0.000,0.000,0.000,train
2025-12-03,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.400,-100.000,2025/DEC 2025/daily dated cum 03.12.2025.xls,5.500,14.300,1.800,train
2025-12-03,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.300,-100.000,2025/DEC 2025/daily dated cum 03.12.2025.xls,0.100,0.100,0.600,train
2025-12-03,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 03.12.2025.xls,0.000,0.600,0.000,train
2025-12-04,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,19.100,0.600,3078.000,2025/DEC 2025/daily dated cum 04.12.2025.xls,9.300,0.400,6.000,train
2025-12-04,493,Udupi,Coastal Karnataka,13.340,74.740,9.200,0.200,4500.000,2025/DEC 2025/daily dated cum 04.12.2025.xls,20.500,1.500,3.600,train
2025-12-04,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 04.12.2025.xls,1.100,1.000,0.600,train
2025-12-05,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,3.700,0.600,522.000,2025/DEC 2025/daily dated cum 05.12.2025.xls,1.500,2.000,0.600,train
2025-12-05,493,Udupi,Coastal Karnataka,13.340,74.740,3.400,0.200,1600.000,2025/DEC 2025/daily dated cum 05.12.2025.xls,2.700,9.300,0.000,train
2025-12-05,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 05.12.2025.xls,0.200,0.000,0.000,train
2025-12-06,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.600,-94.000,2025/DEC 2025/daily dated cum 06.12.2025.xls,0.000,0.000,0.000,train
2025-12-06,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.500,-100.000,2025/DEC 2025/daily dated cum 06.12.2025.xls,0.000,0.000,0.000,train
2025-12-06,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.300,-100.000,2025/DEC 2025/daily dated cum 06.12.2025.xls,0.000,0.000,0.000,train
2025-12-07,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.500,-100.000,2025/DEC 2025/daily dated cum 07.12.2025.xls,0.000,0.000,0.000,train
2025-12-07,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,1.300,-100.000,2025/DEC 2025/daily dated cum 07.12.2025.xls,0.000,0.000,0.000,train
2025-12-07,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,1.100,-100.000,2025/DEC 2025/daily dated cum 07.12.2025.xls,0.000,0.000,0.000,train
2025-12-08,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.300,-100.000,2025/DEC 2025/daily dated cum 08.12.2025.xls,0.000,0.000,0.000,train
2025-12-08,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.700,-100.000,2025/DEC 2025/daily dated cum 08.12.2025.xls,0.000,0.000,0.000,train
2025-12-08,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/DEC 2025/daily dated cum 08.12.2025.xls,0.000,0.000,0.000,train
2025-12-09,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,1.600,-100.000,2025/DEC 2025/daily dated cum 09.12.2025.xls,0.000,0.000,0.000,train
2025-12-09,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,2.600,-100.000,2025/DEC 2025/daily dated cum 09.12.2025.xls,0.000,0.000,0.000,train
2025-12-09,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.900,-100.000,2025/DEC 2025/daily dated cum 09.12.2025.xls,0.000,0.000,0.000,train
2025-12-10,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.400,-100.000,2025/DEC 2025/daily dated cum 10.12.2025.xls,0.000,0.000,0.000,train
2025-12-10,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.300,-100.000,2025/DEC 2025/daily dated cum 10.12.2025.xls,0.000,0.000,0.000,train
2025-12-10,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 10.12.2025.xls,0.000,0.000,0.000,train
2025-12-11,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,1.000,-100.000,2025/DEC 2025/daily dated cum 11.12.2025.xls,0.000,0.000,0.000,train
2025-12-11,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.700,-100.000,2025/DEC 2025/daily dated cum 11.12.2025.xls,0.000,0.000,0.000,train
2025-12-11,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/DEC 2025/daily dated cum 11.12.2025.xls,0.000,0.000,0.000,train
2025-12-12,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.200,-100.000,2025/DEC 2025/daily dated cum 12.12.2025.xls,0.000,0.000,0.000,train
2025-12-12,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 12.12.2025.xls,0.000,0.000,0.000,train
2025-12-12,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 12.12.2025.xls,0.000,0.000,0.000,train
2025-12-13,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.300,-100.000,2025/DEC 2025/daily dated cum 13.12.2025.xls,0.000,0.000,0.000,train
2025-12-13,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.200,-100.000,2025/DEC 2025/daily dated cum 13.12.2025.xls,0.000,0.000,0.000,train
2025-12-13,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.600,-100.000,2025/DEC 2025/daily dated cum 13.12.2025.xls,0.000,0.000,0.000,train
2025-12-14,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,1.100,-100.000,2025/DEC 2025/daily dated cum 14.12.2025.xls,0.000,0.000,0.000,train
2025-12-14,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.600,-100.000,2025/DEC 2025/daily dated cum 14.12.2025.xls,0.000,0.000,0.000,train
2025-12-14,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/DEC 2025/daily dated cum 14.12.2025.xls,0.000,0.000,0.000,train
2025-12-15,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.300,-100.000,2025/DEC 2025/daily dated cum 15.12.2025.xls,0.000,0.000,0.000,train
2025-12-15,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.300,-100.000,2025/DEC 2025/daily dated cum 15.12.2025.xls,0.000,0.000,0.000,train
2025-12-15,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/DEC 2025/daily dated cum 15.12.2025.xls,0.000,0.000,0.000,train
2025-12-16,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.900,-100.000,2025/DEC 2025/daily dated cum 16.12.2025.xls,0.000,0.000,0.000,train
2025-12-16,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.200,-100.000,2025/DEC 2025/daily dated cum 16.12.2025.xls,0.000,0.000,0.000,train
2025-12-16,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/DEC 2025/daily dated cum 16.12.2025.xls,0.000,0.000,0.000,train
2025-12-17,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.700,-100.000,2025/DEC 2025/daily dated cum 17.12.2025.xls,0.000,0.000,0.000,train
2025-12-17,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,1.100,-100.000,2025/DEC 2025/daily dated cum 17.12.2025.xls,0.000,0.000,0.000,train
2025-12-17,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.500,-100.000,2025/DEC 2025/daily dated cum 17.12.2025.xls,0.000,0.000,0.000,train
2025-12-18,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.200,-100.000,2025/DEC 2025/daily dated cum 18.12.2025.xls,0.000,0.000,0.000,train
2025-12-18,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.600,-100.000,2025/DEC 2025/daily dated cum 18.12.2025.xls,0.000,0.000,0.000,train
2025-12-18,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.300,-100.000,2025/DEC 2025/daily dated cum 18.12.2025.xls,0.000,0.000,0.000,train
2025-12-19,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 19.12.2025.xls,0.000,0.000,0.000,train
2025-12-19,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 19.12.2025.xls,0.000,0.000,0.000,train
2025-12-19,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 19.12.2025.xls,0.000,0.000,0.000,train
2025-12-20,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 20.12.2025.xls,0.000,0.000,0.000,train
2025-12-20,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 20.12.2025.xls,0.000,0.000,0.000,train
2025-12-20,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 20.12.2025.xls,0.000,0.000,0.000,train
2025-12-21,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 21.12.2025.xls,0.000,0.000,0.000,train
2025-12-21,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 21.12.2025.xls,0.000,0.000,0.000,train
2025-12-21,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 21.12.2025.xls,0.000,0.000,0.000,train
2025-12-22,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 22.12.2025.xls,0.000,0.000,0.000,train
2025-12-22,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 22.12.2025.xls,0.000,0.000,0.000,train
2025-12-22,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 22.12.2025.xls,0.000,0.000,0.000,train
2025-12-23,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 23.12.2025.xls,0.000,0.000,0.000,train
2025-12-23,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 23.12.2025.xls,0.000,0.000,0.000,train
2025-12-23,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 23.12.2025.xls,0.000,0.000,0.000,train
2025-12-24,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.200,-100.000,2025/DEC 2025/daily dated cum 24.12.2025.xls,0.000,0.000,0.000,train
2025-12-24,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 24.12.2025.xls,0.000,0.000,0.000,train
2025-12-24,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 24.12.2025.xls,0.000,0.000,0.000,train
2025-12-25,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.200,-100.000,2025/DEC 2025/daily dated cum 25.12.2025.xls,0.000,0.000,0.000,train
2025-12-25,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.200,-100.000,2025/DEC 2025/daily dated cum 25.12.2025.xls,0.000,0.000,0.000,train
2025-12-25,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 25.12.2025.xls,0.000,0.000,0.000,train
2025-12-26,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 26.12.2025.xls,0.000,0.000,0.000,train
2025-12-26,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 26.12.2025.xls,0.000,0.000,0.000,train
2025-12-26,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/DEC 2025/daily dated cum 26.12.2025.xls,0.000,0.000,0.000,train
2025-12-27,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.500,-100.000,2025/DEC 2025/daily dated cum 27.12.2025.xls,0.000,0.000,0.000,train
2025-12-27,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,1.000,-100.000,2025/DEC 2025/daily dated cum 27.12.2025.xls,0.000,0.000,0.000,train
2025-12-27,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.300,-100.000,2025/DEC 2025/daily dated cum 27.12.2025.xls,0.000,0.000,0.000,train
2025-12-28,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.600,-100.000,2025/DEC 2025/daily dated cum 28.12.2025.xls,0.000,0.000,0.000,train
2025-12-28,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 28.12.2025.xls,0.000,0.000,0.000,train
2025-12-28,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 28.12.2025.xls,0.000,0.000,0.000,train
2025-12-29,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.800,-100.000,2025/DEC 2025/daily dated cum 29.12.2025.xls,0.000,0.000,0.000,train
2025-12-29,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 29.12.2025.xls,0.000,0.000,0.000,train
2025-12-29,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 29.12.2025.xls,0.000,0.000,0.000,train
2025-12-30,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.300,-100.000,2025/DEC 2025/daily dated cum 30.12.2025.xls,0.000,0.000,0.000,train
2025-12-30,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/DEC 2025/daily dated cum 30.12.2025.xls,0.000,0.000,0.000,train
2025-12-30,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 30.12.2025.xls,0.000,0.000,0.000,train
2025-12-31,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 31.12.2025.xls,0.000,0.000,0.000,train
2025-12-31,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 31.12.2025.xls,0.000,0.000,0.000,train
2025-12-31,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/DEC 2025/daily dated cum 31.12.2025.xls,0.000,0.000,0.000,train
