date,district_code,district,region,latitude,longitude,imd_actual_mm,imd_normal_mm,imd_departure_percent,source_report,gfs_rain_mm,ifs_hres_rain_mm,aifs_rain_mm
2025-07-18,493,Udupi,Coastal Karnataka,13.340,74.740,30.000,45.500,-34.000,2025/JULY 2025/daily cum dated 18.07.2025.xls,26.600,,43.200
2025-07-18,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,53.800,38.800,39.000,2025/JULY 2025/daily cum dated 18.07.2025.xls,1.500,,18.600
2025-07-19,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,42.600,36.300,17.000,2025/JULY 2025/daily cum dated 19.07.2025.xls,93.000,,75.000
2025-07-19,493,Udupi,Coastal Karnataka,13.340,74.740,28.700,41.500,-31.000,2025/JULY 2025/daily cum dated 19.07.2025.xls,81.200,,76.200
2025-07-19,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,49.600,33.300,49.000,2025/JULY 2025/daily cum dated 19.07.2025.xls,6.100,,26.400
2025-07-20,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,38.800,40.500,-4.000,2025/JULY 2025/daily cum dated 20.07.2025.xls,100.500,,58.200
2025-07-20,493,Udupi,Coastal Karnataka,13.340,74.740,71.500,45.600,57.000,2025/JULY 2025/daily cum dated 20.07.2025.xls,95.200,,55.800
2025-07-20,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,42.700,34.700,23.000,2025/JULY 2025/daily cum dated 20.07.2025.xls,7.200,,21.600
2025-07-21,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,29.800,38.300,-22.000,2025/JULY 2025/daily cum dated 21.07.2025.xls,37.500,,47.400
2025-07-21,493,Udupi,Coastal Karnataka,13.340,74.740,33.600,38.100,-12.000,2025/JULY 2025/daily cum dated 21.07.2025.xls,67.200,,46.200
2025-07-21,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,27.600,33.800,-18.000,2025/JULY 2025/daily cum dated 21.07.2025.xls,14.600,,25.200
2025-07-22,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,25.200,39.600,-36.000,2025/JULY 2025/daily cum dated 22.07.2025.xls,35.100,,41.400
2025-07-22,493,Udupi,Coastal Karnataka,13.340,74.740,24.300,41.300,-41.000,2025/JULY 2025/daily cum dated 22.07.2025.xls,47.200,,46.200
2025-07-22,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,30.900,36.000,-14.000,2025/JULY 2025/daily cum dated 22.07.2025.xls,7.700,,24.600
2025-07-23,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,41.900,35.200,19.000,2025/JULY 2025/daily cum dated 23.07.2025.xls,52.100,,50.400
2025-07-23,493,Udupi,Coastal Karnataka,13.340,74.740,52.600,43.000,22.000,2025/JULY 2025/daily cum dated 23.07.2025.xls,46.100,,58.200
2025-07-23,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,78.200,35.300,122.000,2025/JULY 2025/daily cum dated 23.07.2025.xls,11.800,,39.600
2025-07-24,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,63.300,36.800,72.000,2025/JULY 2025/daily cum dated 24.07.2025.xls,48.000,,38.400
2025-07-24,493,Udupi,Coastal Karnataka,13.340,74.740,91.300,41.400,121.000,2025/JULY 2025/daily cum dated 24.07.2025.xls,60.300,,51.600
2025-07-24,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,79.200,31.700,150.000,2025/JULY 2025/daily cum dated 24.07.2025.xls,10.300,,46.200
2025-07-25,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,85.100,39.000,118.000,2025/JULY 2025/daily cum dated 25.07.2025.xls,38.500,,21.600
2025-07-25,493,Udupi,Coastal Karnataka,13.340,74.740,66.900,47.500,41.000,2025/JULY 2025/daily cum dated 25.07.2025.xls,58.800,,35.400
2025-07-25,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,81.000,32.000,153.000,2025/JULY 2025/daily cum dated 25.07.2025.xls,19.000,,48.000
2025-07-26,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,32.100,35.800,-10.000,2025/JULY 2025/daily cum dated 26.07.2025.xls,31.400,,31.200
2025-07-26,493,Udupi,Coastal Karnataka,13.340,74.740,44.200,37.400,18.000,2025/JULY 2025/daily cum dated 26.07.2025.xls,42.300,,33.600
2025-07-26,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,85.500,30.400,181.000,2025/JULY 2025/daily cum dated 26.07.2025.xls,12.000,,39.600
2025-07-27,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,53.000,37.800,40.000,2025/JULY 2025/daily cum dated 27.07.2025.xls,25.200,,12.600
2025-07-27,493,Udupi,Coastal Karnataka,13.340,74.740,59.700,38.700,54.000,2025/JULY 2025/daily cum dated 27.07.2025.xls,26.700,,15.000
2025-07-27,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,40.700,30.200,35.000,2025/JULY 2025/daily cum dated 27.07.2025.xls,8.700,,20.400
2025-07-28,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,17.000,35.200,-52.000,2025/JULY 2025/daily cum dated 28.07.2025.xls,19.900,,4.200
2025-07-28,493,Udupi,Coastal Karnataka,13.340,74.740,27.300,35.400,-23.000,2025/JULY 2025/daily cum dated 28.07.2025.xls,11.200,,7.800
2025-07-28,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,16.400,28.800,-43.000,2025/JULY 2025/daily cum dated 28.07.2025.xls,3.800,,12.000
2025-07-29,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,12.000,33.300,-64.000,2025/JULY 2025/daily cum dated 29.07.2025.xls,32.800,,11.400
2025-07-29,493,Udupi,Coastal Karnataka,13.340,74.740,15.000,38.500,-61.000,2025/JULY 2025/daily cum dated 29.07.2025.xls,32.400,,16.200
2025-07-29,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,9.700,28.600,-66.000,2025/JULY 2025/daily cum dated 29.07.2025.xls,3.000,,14.400
2025-07-30,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,15.500,32.700,-53.000,2025/JULY 2025/daily cum dated 30.07.2025.xls,19.300,,10.800
2025-07-30,493,Udupi,Coastal Karnataka,13.340,74.740,31.600,36.600,-14.000,2025/JULY 2025/daily cum dated 30.07.2025.xls,22.100,,13.800
2025-07-30,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,13.200,28.200,-53.000,2025/JULY 2025/daily cum dated 30.07.2025.xls,2.600,,10.200
2025-07-31,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,14.900,32.500,-54.000,2025/JULY 2025/daily cum dated 31.07.2025.xls,13.800,,10.200
2025-07-31,493,Udupi,Coastal Karnataka,13.340,74.740,15.400,32.600,-53.000,2025/JULY 2025/daily cum dated 31.07.2025.xls,20.600,,10.800
2025-07-31,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,14.200,29.600,-52.000,2025/JULY 2025/daily cum dated 31.07.2025.xls,2.000,,7.800
2025-08-01,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,12.900,34.300,-62.000,2025/AUGUST 2025/daily cum dated 01.08.2025.xls,11.900,,24.000
2025-08-01,493,Udupi,Coastal Karnataka,13.340,74.740,17.800,40.100,-56.000,2025/AUGUST 2025/daily cum dated 01.08.2025.xls,13.100,,31.200
2025-08-01,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,6.600,30.100,-78.000,2025/AUGUST 2025/daily cum dated 01.08.2025.xls,0.900,,19.800
2025-08-02,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,7.900,40.000,-80.000,2025/AUGUST 2025/daily cum dated 02.08.2025.xls,7.700,,25.800
2025-08-02,493,Udupi,Coastal Karnataka,13.340,74.740,16.600,42.100,-61.000,2025/AUGUST 2025/daily cum dated 02.08.2025.xls,10.800,,21.000
2025-08-02,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,10.900,30.900,-65.000,2025/AUGUST 2025/daily cum dated 02.08.2025.xls,0.700,,8.400
2025-08-03,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,11.800,32.700,-64.000,2025/AUGUST 2025/daily cum dated 03.08.2025.xls,9.000,,24.000
2025-08-03,493,Udupi,Coastal Karnataka,13.340,74.740,50.900,35.800,42.000,2025/AUGUST 2025/daily cum dated 03.08.2025.xls,5.300,,20.400
2025-08-03,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,20.600,33.000,-38.000,2025/AUGUST 2025/daily cum dated 03.08.2025.xls,0.400,,9.600
2025-08-04,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,21.200,36.100,-41.000,2025/AUGUST 2025/daily cum dated 04.08.2025.xls,12.100,,18.000
2025-08-04,493,Udupi,Coastal Karnataka,13.340,74.740,23.500,38.800,-39.000,2025/AUGUST 2025/daily cum dated 04.08.2025.xls,18.400,,16.800
2025-08-04,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,2.200,34.100,-94.000,2025/AUGUST 2025/daily cum dated 04.08.2025.xls,4.600,,9.600
2025-08-05,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.500,35.100,-99.000,2025/AUGUST 2025/daily cum dated 05.08.2025.xls,14.300,,27.600
2025-08-05,493,Udupi,Coastal Karnataka,13.340,74.740,2.300,35.300,-94.000,2025/AUGUST 2025/daily cum dated 05.08.2025.xls,53.000,,25.800
2025-08-05,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,3.300,31.200,-90.000,2025/AUGUST 2025/daily cum dated 05.08.2025.xls,8.600,,16.800
2025-08-06,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,43.900,33.100,32.000,2025/AUGUST 2025/daily cum dated 06.08.2025.xls,35.200,,26.400
2025-08-06,493,Udupi,Coastal Karnataka,13.340,74.740,42.500,33.200,28.000,2025/AUGUST 2025/daily cum dated 06.08.2025.xls,48.800,,36.000
2025-08-06,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,49.800,28.400,75.000,2025/AUGUST 2025/daily cum dated 06.08.2025.xls,27.900,,13.800
2025-08-07,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,4.500,30.500,-85.000,2025/AUGUST 2025/daily cum dated 07.08.2025.xls,4.900,,8.400
2025-08-07,493,Udupi,Coastal Karnataka,13.340,74.740,8.000,32.100,-75.000,2025/AUGUST 2025/daily cum dated 07.08.2025.xls,5.600,,8.400
2025-08-07,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,3.800,29.300,-87.000,2025/AUGUST 2025/daily cum dated 07.08.2025.xls,9.400,,6.000
2025-08-08,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,5.200,32.300,-84.000,2025/AUGUST 2025/daily cum dated 08.08.2025.xls,1.900,,15.600
2025-08-08,493,Udupi,Coastal Karnataka,13.340,74.740,0.500,39.700,-99.000,2025/AUGUST 2025/daily cum dated 08.08.2025.xls,4.100,,17.400
2025-08-08,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,2.200,30.600,-93.000,2025/AUGUST 2025/daily cum dated 08.08.2025.xls,3.500,,14.400
2025-08-09,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.900,31.700,-97.000,2025/AUGUST 2025/daily cum dated 09.08.2025.xls,14.400,,18.600
2025-08-09,493,Udupi,Coastal Karnataka,13.340,74.740,0.200,37.600,-99.000,2025/AUGUST 2025/daily cum dated 09.08.2025.xls,21.300,,20.400
2025-08-09,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,2.500,31.900,-92.000,2025/AUGUST 2025/daily cum dated 09.08.2025.xls,8.200,,18.600
2025-08-10,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,2.100,34.000,-94.000,2025/AUGUST 2025/daily cum dated 10.08.2025.xls,9.300,,13.800
2025-08-10,493,Udupi,Coastal Karnataka,13.340,74.740,5.600,38.300,-85.000,2025/AUGUST 2025/daily cum dated 10.08.2025.xls,22.700,,12.000
2025-08-10,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,2.200,29.600,-93.000,2025/AUGUST 2025/daily cum dated 10.08.2025.xls,5.200,,9.000
2025-08-11,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,4.900,36.200,-86.000,2025/AUGUST 2025/daily cum dated 11.08.2025.xls,3.200,,9.000
2025-08-11,493,Udupi,Coastal Karnataka,13.340,74.740,16.800,41.200,-59.000,2025/AUGUST 2025/daily cum dated 11.08.2025.xls,3.100,,13.200
2025-08-11,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,11.500,31.100,-63.000,2025/AUGUST 2025/daily cum dated 11.08.2025.xls,0.300,,12.000
2025-08-12,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,8.600,38.800,-78.000,2025/AUGUST 2025/daily cum dated 12.08.2025.xls,6.800,,13.800
2025-08-12,493,Udupi,Coastal Karnataka,13.340,74.740,12.600,44.000,-71.000,2025/AUGUST 2025/daily cum dated 12.08.2025.xls,6.900,,13.800
2025-08-12,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,12.300,31.300,-61.000,2025/AUGUST 2025/daily cum dated 12.08.2025.xls,3.200,,11.400
2025-08-13,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,16.400,33.400,-51.000,2025/AUGUST 2025/daily cum dated 13.08.2025.xls,13.800,,34.200
2025-08-13,493,Udupi,Coastal Karnataka,13.340,74.740,24.900,35.100,-29.000,2025/AUGUST 2025/daily cum dated 13.08.2025.xls,23.400,,43.200
2025-08-13,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,19.300,29.600,-35.000,2025/AUGUST 2025/daily cum dated 13.08.2025.xls,2.200,,25.800
2025-08-14,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,16.700,31.600,-47.000,2025/AUGUST 2025/daily cum dated 14.08.2025.xls,13.300,,31.800
2025-08-14,493,Udupi,Coastal Karnataka,13.340,74.740,37.200,35.000,6.000,2025/AUGUST 2025/daily cum dated 14.08.2025.xls,18.000,,46.800
2025-08-14,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,34.400,26.300,31.000,2025/AUGUST 2025/daily cum dated 14.08.2025.xls,19.800,,29.400
2025-08-15,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,33.100,28.500,16.000,2025/AUGUST 2025/daily cum dated 15.08.2025.xls,29.300,,30.000
2025-08-15,493,Udupi,Coastal Karnataka,13.340,74.740,46.000,30.600,50.000,2025/AUGUST 2025/daily cum dated 15.08.2025.xls,30.100,,39.000
2025-08-15,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,53.700,24.400,120.000,2025/AUGUST 2025/daily cum dated 15.08.2025.xls,6.500,,28.800
2025-08-16,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,40.800,28.800,41.000,2025/AUGUST 2025/daily cum dated 16.08.2025.xls,52.600,,30.000
2025-08-16,493,Udupi,Coastal Karnataka,13.340,74.740,28.100,30.500,-8.000,2025/AUGUST 2025/daily cum dated 16.08.2025.xls,72.300,,36.600
2025-08-16,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,29.500,23.300,27.000,2025/AUGUST 2025/daily cum dated 16.08.2025.xls,32.000,,25.800
2025-08-17,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,42.300,32.100,32.000,2025/AUGUST 2025/daily cum dated 17.08.2025.xls,33.900,,42.600
2025-08-17,493,Udupi,Coastal Karnataka,13.340,74.740,40.700,33.700,21.000,2025/AUGUST 2025/daily cum dated 17.08.2025.xls,35.700,,52.800
2025-08-17,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,41.100,25.900,59.000,2025/AUGUST 2025/daily cum dated 17.08.2025.xls,39.200,,49.800
2025-08-18,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,34.700,30.700,13.000,2025/AUGUST 2025/daily cum dated 18.08.2025.xls,38.100,,21.600
2025-08-18,493,Udupi,Coastal Karnataka,13.340,74.740,53.200,34.500,54.000,2025/AUGUST 2025/daily cum dated 18.08.2025.xls,41.200,,33.000
2025-08-18,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,97.200,22.500,332.000,2025/AUGUST 2025/daily cum dated 18.08.2025.xls,7.700,,48.000
2025-08-19,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,30.100,24.800,21.000,2025/AUGUST 2025/daily cum dated 19.08.2025.xls,11.700,,6.600
2025-08-19,493,Udupi,Coastal Karnataka,13.340,74.740,76.500,31.800,141.000,2025/AUGUST 2025/daily cum dated 19.08.2025.xls,23.500,,13.800
2025-08-19,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,76.400,21.000,264.000,2025/AUGUST 2025/daily cum dated 19.08.2025.xls,8.700,,35.400
2025-08-20,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,1.300,24.000,-94.000,2025/AUGUST 2025/daily cum dated 20.08.2025.xls,8.800,,9.000
2025-08-20,493,Udupi,Coastal Karnataka,13.340,74.740,3.300,25.400,-87.000,2025/AUGUST 2025/daily cum dated 20.08.2025.xls,19.500,,16.800
2025-08-20,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,50.400,15.900,217.000,2025/AUGUST 2025/daily cum dated 20.08.2025.xls,6.900,,22.800
2025-08-21,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,8.300,21.300,-61.000,2025/AUGUST 2025/daily cum dated 21.08.2025.xls,4.600,,5.400
2025-08-21,493,Udupi,Coastal Karnataka,13.340,74.740,19.400,24.600,-21.000,2025/AUGUST 2025/daily cum dated 21.08.2025.xls,6.500,,7.800
2025-08-21,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,28.000,17.500,60.000,2025/AUGUST 2025/daily cum dated 21.08.2025.xls,6.000,,7.800
2025-08-22,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,9.700,26.300,-63.000,2025/AUGUST 2025/daily cum dated 22.08.2025.xls,0.000,,3.000
2025-08-22,493,Udupi,Coastal Karnataka,13.340,74.740,11.900,24.500,-51.000,2025/AUGUST 2025/daily cum dated 22.08.2025.xls,1.300,,3.600
2025-08-22,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,10.600,15.200,-30.000,2025/AUGUST 2025/daily cum dated 22.08.2025.xls,0.000,,3.000
2025-08-23,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.400,20.800,-98.000,2025/AUGUST 2025/daily cum dated 23.08.2025.xls,0.300,,3.600
2025-08-23,493,Udupi,Coastal Karnataka,13.340,74.740,1.200,24.400,-95.000,2025/AUGUST 2025/daily cum dated 23.08.2025.xls,1.700,,4.800
2025-08-23,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,6.100,15.300,-60.000,2025/AUGUST 2025/daily cum dated 23.08.2025.xls,1.000,,4.800
2025-08-24,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,5.500,20.500,-73.000,2025/AUGUST 2025/daily cum dated 24.08.2025.xls,0.000,,1.800
2025-08-24,493,Udupi,Coastal Karnataka,13.340,74.740,11.400,20.800,-45.000,2025/AUGUST 2025/daily cum dated 24.08.2025.xls,1.400,,3.600
2025-08-24,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,8.200,15.400,-47.000,2025/AUGUST 2025/daily cum dated 24.08.2025.xls,0.200,,4.200
2025-08-25,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.100,26.100,-99.000,2025/AUGUST 2025/daily cum dated 25.08.2025.xls,0.000,,1.200
2025-08-25,493,Udupi,Coastal Karnataka,13.340,74.740,0.200,28.700,-99.000,2025/AUGUST 2025/daily cum dated 25.08.2025.xls,0.700,,2.400
2025-08-25,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,3.200,17.100,-81.000,2025/AUGUST 2025/daily cum dated 25.08.2025.xls,0.000,,3.000
2025-08-26,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,1.400,22.700,-94.000,2025/AUGUST 2025/daily cum dated 26.08.2025.xls,2.000,,16.200
2025-08-26,493,Udupi,Coastal Karnataka,13.340,74.740,10.300,27.100,-62.000,2025/AUGUST 2025/daily cum dated 26.08.2025.xls,5.000,,25.200
2025-08-26,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,12.700,18.100,-30.000,2025/AUGUST 2025/daily cum dated 26.08.2025.xls,4.700,,19.200
2025-08-27,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,51.900,20.700,151.000,2025/AUGUST 2025/daily cum dated 27.08.2025.xls,33.700,,49.800
2025-08-27,493,Udupi,Coastal Karnataka,13.340,74.740,68.000,21.700,213.000,2025/AUGUST 2025/daily cum dated 27.08.2025.xls,38.900,,54.600
2025-08-27,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,63.000,13.800,357.000,2025/AUGUST 2025/daily cum dated 27.08.2025.xls,8.300,,34.200
2025-08-28,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,71.800,18.500,288.000,2025/AUGUST 2025/daily cum dated 28.08.2025.xls,50.900,,51.600
2025-08-28,493,Udupi,Coastal Karnataka,13.340,74.740,78.700,20.000,293.000,2025/AUGUST 2025/daily cum dated 28.08.2025.xls,52.100,,67.200
2025-08-28,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,93.100,13.900,569.000,2025/AUGUST 2025/daily cum dated 28.08.2025.xls,7.100,,40.800
2025-08-29,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,109.300,20.100,444.000,2025/AUGUST 2025/daily cum dated 29.08.2025.xls,47.200,,36.000
2025-08-29,493,Udupi,Coastal Karnataka,13.340,74.740,96.800,22.100,338.000,2025/AUGUST 2025/daily cum dated 29.08.2025.xls,35.100,,46.200
2025-08-29,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,51.900,16.700,211.000,2025/AUGUST 2025/daily cum dated 29.08.2025.xls,1.500,,36.600
2025-08-30,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,48.900,17.100,186.000,2025/AUGUST 2025/daily cum dated 30.08.2025.xls,29.100,,24.000
2025-08-30,493,Udupi,Coastal Karnataka,13.340,74.740,31.400,23.100,36.000,2025/AUGUST 2025/daily cum dated 30.08.2025.xls,31.800,,27.600
2025-08-30,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,47.100,16.500,185.000,2025/AUGUST 2025/daily cum dated 30.08.2025.xls,2.900,,15.600
2025-08-31,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,19.900,21.100,-6.000,2025/AUGUST 2025/daily cum dated 31.08.2025.xls,9.400,,19.800
2025-08-31,493,Udupi,Coastal Karnataka,13.340,74.740,16.500,24.500,-33.000,2025/AUGUST 2025/daily cum dated 31.08.2025.xls,12.100,,21.000
2025-08-31,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,12.400,17.800,-30.000,2025/AUGUST 2025/daily cum dated 31.08.2025.xls,1.400,,10.800
2025-09-01,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,12.200,15.500,-22.000,2025/SEPT 2025/daily dated cum 01.09.2025.xls,8.700,,10.200
2025-09-01,493,Udupi,Coastal Karnataka,13.340,74.740,24.400,20.700,18.000,2025/SEPT 2025/daily dated cum 01.09.2025.xls,11.800,,12.000
2025-09-01,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,16.300,15.900,3.000,2025/SEPT 2025/daily dated cum 01.09.2025.xls,1.000,,10.200
2025-09-02,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,8.400,15.800,-47.000,2025/SEPT 2025/daily dated cum 02.09.2025.xls,19.400,,12.000
2025-09-02,493,Udupi,Coastal Karnataka,13.340,74.740,11.900,17.500,-32.000,2025/SEPT 2025/daily dated cum 02.09.2025.xls,25.600,,19.200
2025-09-02,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,10.800,12.300,-12.000,2025/SEPT 2025/daily dated cum 02.09.2025.xls,4.900,,18.000
2025-09-03,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,60.000,15.400,289.000,2025/SEPT 2025/daily dated cum 03.09.2025.xls,21.000,,20.400
2025-09-03,493,Udupi,Coastal Karnataka,13.340,74.740,36.400,19.300,89.000,2025/SEPT 2025/daily dated cum 03.09.2025.xls,23.900,,25.200
2025-09-03,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,20.000,14.600,37.000,2025/SEPT 2025/daily dated cum 03.09.2025.xls,3.100,,14.400
2025-09-04,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,30.900,16.700,85.000,2025/SEPT 2025/daily dated cum 04.09.2025.xls,5.800,,16.800
2025-09-04,493,Udupi,Coastal Karnataka,13.340,74.740,23.600,15.800,49.000,2025/SEPT 2025/daily dated cum 04.09.2025.xls,7.900,,19.800
2025-09-04,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,13.200,12.100,9.000,2025/SEPT 2025/daily dated cum 04.09.2025.xls,0.700,,12.000
2025-09-05,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,22.700,15.000,51.000,2025/SEPT 2025/daily dated cum 05.09.2025.xls,1.300,,15.000
2025-09-05,493,Udupi,Coastal Karnataka,13.340,74.740,12.700,16.000,-21.000,2025/SEPT 2025/daily dated cum 05.09.2025.xls,3.200,,13.800
2025-09-05,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,7.400,11.500,-36.000,2025/SEPT 2025/daily dated cum 05.09.2025.xls,0.700,,6.000
2025-09-06,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,8.400,15.100,-45.000,2025/SEPT 2025/daily dated cum 06.09.2025.xls,0.400,,12.000
2025-09-06,493,Udupi,Coastal Karnataka,13.340,74.740,15.600,17.200,-10.000,2025/SEPT 2025/daily dated cum 06.09.2025.xls,1.500,,12.600
2025-09-06,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,6.100,12.700,-52.000,2025/SEPT 2025/daily dated cum 06.09.2025.xls,0.700,,4.800
2025-09-07,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,4.500,14.600,-69.000,2025/SEPT 2025/daily dated cum 07.09.2025.xls,0.800,,6.000
2025-09-07,493,Udupi,Coastal Karnataka,13.340,74.740,8.600,18.000,-52.000,2025/SEPT 2025/daily dated cum 07.09.2025.xls,1.600,,7.200
2025-09-07,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,7.000,11.800,-41.000,2025/SEPT 2025/daily dated cum 07.09.2025.xls,0.700,,4.800
2025-09-08,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,9.700,11.300,-14.000,2025/SEPT 2025/daily dated cum 08.09.2025.xls,0.000,,1.800
2025-09-08,493,Udupi,Coastal Karnataka,13.340,74.740,7.000,12.500,-44.000,2025/SEPT 2025/daily dated cum 08.09.2025.xls,0.700,,2.400
2025-09-08,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,5.000,8.900,-44.000,2025/SEPT 2025/daily dated cum 08.09.2025.xls,0.900,,3.000
2025-09-09,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.200,11.800,-98.000,2025/SEPT 2025/daily dated cum 09.09.2025.xls,0.000,,0.600
2025-09-09,493,Udupi,Coastal Karnataka,13.340,74.740,2.000,12.500,-84.000,2025/SEPT 2025/daily dated cum 09.09.2025.xls,0.000,,1.200
2025-09-09,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,6.100,7.500,-18.000,2025/SEPT 2025/daily dated cum 09.09.2025.xls,0.200,,1.800
2025-09-10,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,12.800,-100.000,2025/SEPT 2025/daily dated cum 10.09.2025.xls,0.000,,0.600
2025-09-10,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,14.000,-100.000,2025/SEPT 2025/daily dated cum 10.09.2025.xls,0.000,,1.200
